post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
77057156.how-dbt-fails,2022-10-07T16:40:21.350Z,true,,,newsletter,everyone,How dbt fails,"For sale: data company, worn out. ",
75784752.rich-man-and-his-iphone,2022-09-30T16:02:21.240Z,true,,,newsletter,everyone,A rich man and his iPhone,That which can't be measured...probably needs to be better managed. ,
74606196.data-contracts,2022-09-23T16:39:37.402Z,true,,,newsletter,everyone,"Fine, let's talk about data contracts","I agree that disagreement is a problem, but disagree that we need an agreement to solve it. ",
73615268.how-fivetran-fails,2022-09-16T16:10:12.589Z,true,,,newsletter,everyone,How Fivetran fails,"SaaS giveth, and SaaS can taketh away. ",
72583378.what-is-production,2022-09-09T16:05:12.345Z,true,,,newsletter,everyone,"If data is a product, what is production?",We can’t build something unless we know what it is.,
71510341.how-snowflake-fails,2022-09-02T16:05:21.575Z,true,,,newsletter,everyone,How Snowflake fails,Climate change comes for us all.,
70465844.the-past-is-not-precious,2022-08-26T16:25:21.533Z,true,,,newsletter,everyone,The past is not precious,On habit and hallowed ground. ,
69403898.when-we-get-it-wrong,2022-08-19T16:57:32.311Z,true,,,newsletter,everyone,What do we do when we get it wrong?,This is not a rhetorical question.,
68355797.down-with-the-dag,2022-08-12T16:15:09.989Z,true,,,newsletter,everyone,Down with the DAG,Reverse the ETL timeline.,
67276903.analysts-should-have-portfolios,2022-08-05T16:49:16.220Z,true,,,newsletter,everyone,Analysts should have portfolios,Replace boot camps with slide decks.,
66244589.powder-keg,2022-07-29T16:06:08.410Z,true,,,newsletter,everyone,The powder keg of the modern data stack,"The thing about a single pane of glass is that there can only be one pane of glass. Plus, survey results!",
65216339.do-data-driven-companies-win,2022-07-22T16:05:00.926Z,true,,,newsletter,everyone,Do data-driven companies actually win?,Some gut-based judgements on the effectiveness of data.,
64173842.the-data-config,2022-07-15T16:43:22.134Z,true,,,newsletter,everyone,The data config,"A humble YAML file, with ambitions for more.",
63146186.human-or-vendor,2022-07-08T16:11:38.632Z,true,,,newsletter,everyone,"Are we human, or are we vendor?","We can talk about the tools, we can talk about the work, or we can take the third option.",
62062026.why-do-people-want-to-be-analytics,2022-07-01T16:20:15.224Z,true,,,newsletter,everyone,Why do people want to be analytics engineers?,The job nobody wanted is now the job we can’t get enough of.,
60933792.disaster,2022-06-24T16:09:39.158Z,true,,,newsletter,everyone,Disaster,Read something else today.,
59911367.i-snowflake,2022-06-17T16:45:47.125Z,true,,,newsletter,everyone,iSnowflake,It’s not the App Store. It’s the iPhone.,
58708482.the-original-purple-people,2022-06-10T16:40:44.061Z,true,,,newsletter,everyone,"Microsoft, Google, and the original purple people","And, of course, Pokémon.",
57831294.all-your-database-are-belong-to-us,2022-06-03T16:46:56.542Z,true,,,newsletter,everyone,All your database are belong to us,"The machines are coming for our jobs, and…they might actually help? Plus, free advice for Steve Kerr and Ime Udoka. ",
56820702.the-technical-pay-gap,2022-05-27T16:26:54.776Z,true,,,newsletter,everyone,The technical pay gap,The culture we build is the culture we buy. ,
55811313.free-fall,2022-05-20T16:23:56.497Z,true,,,newsletter,everyone,Free fall,Reflections on a crash.,
54704478.the-best-decision-is-one,2022-05-13T16:31:30.420Z,true,,,newsletter,everyone,The best decision is one,Optionality kills. And why data teams aren’t here to help us make better decisions.,
53744915.case-for-consolidation,2022-05-06T16:46:08.549Z,true,,,newsletter,everyone,The case for consolidation,It’s what the people want.,
53108247.how-much-is-265-billion-dollars,2022-04-29T16:49:02.183Z,true,,,newsletter,everyone,How much is 265 billion dollars?,A few ways to quantify the unquantifiable. ,
52677338.a-better-way-to-lie-with-statistics,2022-04-22T16:37:21.354Z,true,,,newsletter,everyone,A better way to lie with statistics,Use words.,
52282421.has-sql-gone-too-far,2022-04-15T16:41:38.897Z,true,,,newsletter,everyone,Has SQL gone too far?,The case for better business models. ,
51867183.the-end-of-big-data,2022-04-08T16:21:10.996Z,true,,,newsletter,everyone,The end of Big Data,"Databricks, Snowflake, and the end of an overhyped era.",
51446362.we-all-have-an-audience,2022-04-01T16:43:05.519Z,true,,,newsletter,everyone,We all have an audience,"To talk about what we say, we have to talk about who we say it for.",
51031696.ghosts-in-the-data-stack,2022-03-25T17:47:45.866Z,true,,,newsletter,everyone,The ghosts in the data stack,An OLAP cube exorcism.,
50595365.startups-shouldnt-care-about-revenue,2022-03-18T16:36:26.681Z,true,,,newsletter,everyone,Startups shouldn’t care about revenue,And data teams should make sure they don’t.,
50157390.the-data-app-store,2022-03-11T17:16:08.274Z,true,,,newsletter,everyone,A very big deal,"Snowflake goes shopping, and buys the store.",
49737761.work-like-an-analyst,2022-03-04T17:09:57.468Z,true,,,newsletter,everyone,Work like an analyst,"We’re not so different, business stakeholder and I.",
49357472.nothing-to-add,2022-02-25T16:32:21.807Z,true,,,newsletter,everyone,Nothing to add,"Sometimes, there’s no math to do. ",
48991982.disclose-your-angel-investments,2022-02-18T17:35:28.179Z,true,,,newsletter,everyone,Disclose your angel investments,The community has given us a lot. We should be transparent about it.,
48607793.the-next-billion-programmers,2022-02-11T17:18:09.557Z,true,,,newsletter,everyone,The next billion programmers,"The next product I’d build? Excel, for everything.",
48216628.business-in-the-back-party-in-the-front,2022-02-04T17:04:30.678Z,true,,,newsletter,everyone,"Business in the back, party in the front",Sorting through the chaos in the consumption layer.,
47863012.service-pressure,2022-01-28T17:57:29.950Z,true,,,newsletter,everyone,Service pressure,"Data teams aren't service organizations, but we can learn a lot from those that are.",
47493642.how-to-play-wordle,2022-01-21T17:06:42.599Z,true,,,newsletter,everyone,How to play Wordle,"Using data from a quarter-million tweets to turn Wordle into a numbers game, and what it teaches us about the truth. ",
47120080.metadata-money-corporation,2022-01-14T17:14:00.256Z,true,,,newsletter,everyone,The metadata money corporation,The only enduring standard is greed.,
46731656.entity-layer,2022-01-07T16:58:54.124Z,true,,,newsletter,everyone,Data's trillion dollar question mark ,How a data warehouse could become a data platform—and an organizational brain.,
46415813.the-more-the-merrier,2021-12-31T17:19:04.964Z,true,,,newsletter,everyone,The more the merrier,"Steal this writing process, and join me on the dance floor. ",
45650004.semantic-observability,2021-12-17T19:13:02.657Z,true,,,newsletter,everyone,Fwd: Exec KPIs - Daily ,"in board call and revenue looks off, pls advise asap ",
45298585.delirium,2021-12-10T19:18:39.297Z,true,,,newsletter,everyone,Delirium,"We talk a lot about what data can borrow from software engineering. But on the biggest issue of all, the technology industry has a lot to learn from the analytics community. ",
44900034.data-is-for-dashboards,2021-12-03T17:13:32.328Z,true,,,newsletter,everyone,Data is for dashboards,"Animating an abstract world is hard, valuable, and worthy of celebration.",
44622120.coffee-cake,2021-11-26T18:17:26.395Z,true,,,newsletter,everyone,"Lies, damned lies, and coffee cake","This be madness, and there is not method in't.",
44299619.the-missing-analytics-executive,2021-11-19T17:53:47.949Z,true,,,newsletter,everyone,The missing analytics executive,"We should redefine the role of the chief data officer. For our companies, for our careers, and for ourselves. ",
43928362.does-data-make-us-cowards,2021-11-12T17:32:47.691Z,true,,,newsletter,everyone,Does data make us cowards?,The thin line between being analytical and being afraid.,
43615035.method-for-measuring-analytical-work,2021-11-05T16:41:46.753Z,true,,,newsletter,everyone,A method for measuring analytical work,Our only job should be to make people more decisive. ,
43282170.data-and-the-almighty-dollar,2021-10-29T16:55:15.336Z,true,,,newsletter,everyone,Data and the almighty dollar,The data ecosystem is booming. The data economy has some things to figure out.,
42966133.the-future-of-operational-analytics,2021-10-22T17:13:04.377Z,true,,,newsletter,everyone,The future of operational analytics,A better way to make daily decisions is already here—just not at work.,
42617059.bi-is-dead,2021-10-15T16:34:33.451Z,true,,,newsletter,everyone,BI is dead,How an integration between Looker and Tableau fundamentally alters the data landscape.,
42353268.chasing-ghosts,2021-10-08T17:31:30.943Z,true,,,newsletter,everyone,Chasing ghosts,How do you get better at something you can’t see?,
42038777.the-intergalatic-data-stack,2021-10-01T16:26:50.901Z,true,,,newsletter,everyone,The intergalactic data stack,Falling further into the BI black hole—and charting a course out.,
41764913.who-is-the-community,2021-09-24T17:08:32.494Z,true,,,newsletter,everyone,Who is “the community?”,It has the potential to be one of the data industry’s biggest perks—and its highest walls.,
41464238.is-bi-dead,2021-09-17T17:36:35.133Z,true,,,newsletter,everyone,Is BI dead?,On dismantling data's ship of Theseus. ,
41161485.tilt-and-tilted,2021-09-10T16:17:39.285Z,true,,,newsletter,everyone,Tilt and tilted,Data is not the level ground that we act like it is.,
40868831.the-data-os,2021-09-03T16:23:16.438Z,true,,,newsletter,everyone,The data OS,Decentralization is overrated.,
40560896.the-calendar-takes-its-tax,2021-08-27T17:37:07.050Z,true,,,newsletter,everyone,The calendar takes its tax,8:30am to 9:00am – Team stand-up. / 9:00am to 10:00am – Budget review. / 10:00am to 2:00pm – Be inspired.,
40271466.the-modern-data-experience,2021-08-20T15:45:08.613Z,true,,,newsletter,everyone,The Modern Data Experience,How a revolution comes together. Or doesn’t.,
39693202.gerrymandering,2021-08-06T16:47:59.108Z,true,,,newsletter,everyone,The unspoken gerrymandering of the modern data stack,Carving up tools with a no-code cleaver.,
39409354.third-rail,2021-07-30T16:49:36.867Z,true,,,newsletter,everyone,The third rail,"Are we analyst, or are we melon?",
38845231.analytics-is-at-a-crossroads,2021-07-16T17:11:53.833Z,true,,,newsletter,everyone,Analytics is at a crossroads,The world is full of great analysts. Will we have the courage to go looking for them?,
38574450.self-serve-is-a-feeling,2021-07-09T17:22:42.531Z,true,,,newsletter,everyone,Self-serve is a feeling,Lots of houses can be made a home.,
38346831.how-to-feel-about-a-tie,2021-07-06T00:21:45.537Z,true,,,newsletter,everyone,How to feel about a tie,"What twelve years of NBA games tell us about when you should be confident during a close game, and when you should be worried.",
38003292.big-whiff,2021-06-25T16:40:50.032Z,true,,,newsletter,everyone,Data's big whiff,"How to escape our dashboard rat race, learn from data, and love the job again.",
37725113.in-defense-of-analogies,2021-06-17T19:04:43.198Z,true,,,newsletter,everyone,In defense of analogies,And why analysts can’t stop making them.,
37307127.the-case-against-sql-formatting,2021-06-11T15:05:46.124Z,true,,,newsletter,everyone,The case against SQL formatting,"I went looking for the gospel, and lost my religion.",
37347490.when-are-templates-going-to-happen,2021-06-08T19:11:59.209Z,true,,,newsletter,everyone,When are templates going to happen?,"Do you get deja vu? From trading dashboards, laughing about how small they look on you?",
37078472.self-serve-shibboleth,2021-06-01T22:31:14.342Z,true,,,newsletter,everyone,The self-serve shibboleth,We all like to talk about it. But how do we fix it?,
36624122.open-the-window,2021-05-20T22:35:23.012Z,true,,,newsletter,everyone,"To the man in 18A: Open the window, you degenerative cusk eel",Decency dies in darkness.,
36529090.analytics-is-a-mess,2021-05-17T22:27:29.449Z,true,,,newsletter,everyone,Analytics is a mess,"You can’t stop it, and you shouldn’t try to contain it. ",
36372416.its-hard-to-hate-up-close,2021-05-13T15:11:48.690Z,true,,,newsletter,everyone,It's hard to hate up close,Bias has no perfect balance.,
36031621.minerva-metrics-layer,2021-05-04T19:30:54.938Z,true,,,newsletter,everyone,Is Minerva the answer?,A few thoughts on Airbnb’s metrics layer.,
35683388.twitter-profile-pictures,2021-04-27T18:37:55.586Z,true,,,newsletter,everyone,Optimizing your Twitter profile picture,How to get noticed. Or how to annoy people. We’ll find out.,
35493960.metrics-layer,2021-04-22T18:33:26.519Z,true,,,newsletter,everyone,The missing piece of the modern data stack,Our cool new house needs one more plank in its foundation.,
35106795.datas-horizontal-pivot,2021-04-13T16:24:18.916Z,true,,,newsletter,everyone,Data’s horizontal pivot,An industry turns sideways.,
34884151.self-serve-still-a-problem,2021-04-08T15:15:37.710Z,true,,,newsletter,everyone,Why is self-serve still a problem?,We’re not going to solve it until we define it.,
34843280.a-brief-programming-note,2021-04-06T20:37:15.220Z,true,,,newsletter,everyone,A brief programming note,What am I doing here?,
34691873.a-season-without-bats,2021-04-02T15:57:41.576Z,true,,,newsletter,everyone,A season without bats,What if we played the entire baseball season without anyone taking a single swing?,
34142576.where-are-the-instagram-apologies,2021-03-22T00:40:02.507Z,true,,,newsletter,everyone,Where are the Instagram apologies?,The only constant is the outcome. ,
33424667.startup-wealth-tax,2021-03-09T15:28:36.503Z,true,,,newsletter,everyone,The misleading math of a startup wealth tax,An Excel butterfly flaps its wings. ,
32572633.a-slur-on-clubhouse,2021-02-15T18:20:12.359Z,true,,,newsletter,everyone,A slur on Clubhouse,Will we look this time?,
32125377.runaway-train,2021-02-02T17:37:12.884Z,true,,,newsletter,everyone,Social media's runaway train,"We either give in to the ride, or dismantle the track.",
